"siteID","sitetype","habitat_type","FunGroup","spe_sta","com_sta","spe_phi","alpha_richness","alpha_shannon","alpha_simpson","y_length","tmp","sd_temp"
"32004","Lake","Lentic","Consumer",0.711728658,1.693771962,2.379800142,20.78947368,2.056797438,0.807264692,19,9.70812620563158,1.30449998265398
"32005","Lake","Lentic","Producer",0.375098439,0.683733956,1.822812052,24.75,1.944791859,0.732788372,16,10.03899858275,2.16102901691818
"32005","Lake","Lentic","Consumer",0.916011022,1.611938781,1.759737321,17.5,2.049245973,0.800690494,16,10.03899858275,2.16102901691818
"36005","Lake","Lentic","Producer",0.37913537,0.591292283,1.559580905,26.15789474,1.452535386,0.615272593,19,9.90784008136842,1.41298192897182
"36005","Lake","Lentic","Consumer",0.987862179,1.538361294,1.557263074,20.73684211,2.017095851,0.818314343,19,9.90784008136842,1.41298192897182
"42003","Lake","Lentic","Producer",0.357930553,0.781381711,2.183053959,38.05263158,1.370904608,0.553417598,19,10.3403990786316,1.10217453899802
"42003","Lake","Lentic","Consumer",0.969926223,2.153567944,2.220342015,28.84210526,2.307212369,0.847800613,19,10.3403990786316,1.10217453899802
"45003","Lake","Lentic","Producer",0.382692391,0.906695,2.36925275,24.35,1.44724917,0.617029789,20,10.32949442505,0.999159323050019
"45003","Lake","Lentic","Consumer",0.52658161,0.946183285,1.79684073,25.7,1.910452346,0.762389319,20,10.32949442505,0.999159323050019
"46007","Lake","Lentic","Producer",0.454750997,1.081372166,2.377943477,26.7,1.51050899,0.618914357,20,10.1754676369,1.01075206293178
"46007","Lake","Lentic","Consumer",1.161873261,2.217106555,1.908217212,24.35,2.38206825,0.869908599,20,10.1754676369,1.01075206293178
"49001","Lake","Lentic","Producer",0.733723507,1.022473708,1.39354089,20.94736842,1.166621528,0.437866246,19,9.99259833968421,0.713491556454991
"49001","Lake","Lentic","Consumer",0.748997862,1.08237451,1.445096929,23.42105263,1.890491533,0.765491467,19,9.99259833968421,0.713491556454991
"50002","Lake","Lentic","Producer",0.460623231,1.118832631,2.42895398,28.89473684,1.850353322,0.751606706,19,10.7037976392632,1.25101895824609
"50002","Lake","Lentic","Consumer",0.9218517,1.683859339,1.826605449,28.94736842,2.249596443,0.8327527,19,10.7037976392632,1.25101895824609
"51004","Lake","Lentic","Producer",0.396129803,0.990258063,2.499832263,25.72222222,1.839251219,0.711600709,18,10.0854960531111,1.0285722035445
"51004","Lake","Lentic","Consumer",1.090323898,1.731003583,1.587604919,28.55555556,2.103959294,0.801551182,18,10.0854960531111,1.0285722035445
"52005","Lake","Lentic","Producer",0.347705638,0.747978873,2.151184194,31.78947368,1.820143831,0.682254709,19,10.8175194453684,1.45379651067037
"52005","Lake","Lentic","Consumer",0.848286326,1.726685979,2.035499013,23.78947368,1.902204695,0.765964275,19,10.8175194453684,1.45379651067037
"53017","Lake","Lentic","Producer",0.483521798,1.083194768,2.240219102,28.27777778,1.793241369,0.667088462,18,10.7435470491667,1.3021527748721
"53017","Lake","Lentic","Consumer",0.832713479,1.223907422,1.469782167,24.55555556,1.873664186,0.769681715,18,10.7435470491667,1.3021527748721
"55002","Lake","Lentic","Producer",0.50855221,0.771641589,1.517330125,22.94736842,1.76895027,0.707127381,19,10.3523614903158,1.11993465140979
"55002","Lake","Lentic","Consumer",0.729177963,1.958456618,2.685841751,23.94736842,2.010591459,0.772253322,19,10.3523614903158,1.11993465140979
"62003","Lake","Lentic","Producer",0.339149367,0.521852227,1.538709128,30.05,1.97433989,0.76539395,20,10.2099020843,1.47878267751019
"62003","Lake","Lentic","Consumer",1.097452819,2.111412401,1.923920887,23.25,2.086821947,0.833527818,20,10.2099020843,1.47878267751019
"ABUR","Marine","Marine","Consumer",0.789848752,0.892622989,1.130118883,4.032584219,0.39608519,0.212777311,20,17.949269446,0.857269653695774
"ABUR","Marine","Marine","Producer",0.743078856,0.804966252,1.083285099,2.086577788,0.23761957,0.138200097,20,17.949269446,0.857269653695774
"AHND","Marine","Marine","Consumer",0.86112209,1.306707604,1.517447548,6.143090105,0.499104608,0.246229307,20,17.6928707515,0.83966058011127
"AHND","Marine","Marine","Producer",0.534777147,0.730574489,1.366128849,1.731870674,0.243352869,0.151057659,20,17.6928707515,0.83966058011127
"AQUE","Marine","Marine","Consumer",1.202394072,1.870985182,1.556049905,14.58031164,1.063372052,0.492926013,19,17.7237216963158,0.861671959379484
"AQUE","Marine","Marine","Producer",0.55201311,0.647354452,1.172715721,1.43240928,0.138098858,0.083865104,19,17.7237216963158,0.861671959379484
"ARIK","Stream","Lotic","Consumer",0.686982616,1.453849505,2.116282817,79.5,3.071941239,0.915049545,6,15.5874045283333,3.2225346471611
"ARIK","Stream","Lotic","Producer",0.775861521,1.280210538,1.650050303,77.33333333,2.92528168,0.901656923,6,15.5874045283333,3.2225346471611
"BARC","Lake","Lentic","Producer",0.534123724,0.58732547,1.099605659,29.85029653,2.344060883,0.840360413,4,22.0237628525,1.04512435670817
"BARC","Lake","Lentic","Consumer",0.648433606,0.834510101,1.286963065,14.85551058,1.963133711,0.789845606,4,22.0237628525,1.04512435670817
"BLDE","Stream","Lotic","Consumer",1.530739456,2.406778795,1.572298137,94,3.208178466,0.918226176,3,12.40905945,2.59388833682889
"BLDE","Stream","Lotic","Producer",0.938274871,1.829798529,1.950173223,60.66666667,2.126930762,0.795573111,3,12.40905945,2.59388833682889
"BLUE","Stream","Lotic","Consumer",1.37629732,2.752601139,2.000004723,82.33333333,2.995712193,0.905674317,3,18.5135017133333,1.72460516532176
"BLUE","Stream","Lotic","Producer",0.892430914,1.125673636,1.261356614,69,2.666697172,0.880064133,3,18.5135017133333,1.72460516532176
"BULL","Marine","Marine","Consumer",1.208200251,1.864350077,1.543080359,8.724614517,0.936195322,0.449084115,21,17.641371287619,0.908172615627426
"BULL","Marine","Marine","Producer",0.881948261,1.070722644,1.214042468,2.325893979,0.282783276,0.17012737,21,17.641371287619,0.908172615627426
"Bush_River","River","Estuary","Producer",1.139187005,1.222892005,1.07347784,4.947368421,0.623495817,0.307992354,19,13.97583303,2.36072729100983
"Bush_River","River","Estuary","Consumer",0.645814206,1.356657933,2.100693852,13.10526316,1.296597304,0.621197638,19,13.97583303,2.36072729100983
"CARI","Stream","Lotic","Consumer",1.251708079,2.334084527,1.86471955,50,2.583825249,0.875018818,4,12.7687474775,1.33455975945693
"CARI","Stream","Lotic","Producer",0.533891122,0.559070798,1.047162568,44,1.792894883,0.702939589,4,12.7687474775,1.33455975945693
"CARP","Marine","Marine","Consumer",1.303470058,2.185692003,1.676825632,12.3120943,1.139441316,0.544881831,21,18.1011313657143,0.847351863699606
"CARP","Marine","Marine","Producer",0.26896397,0.326958271,1.21562108,1.157003451,0.033839477,0.019128484,21,18.1011313657143,0.847351863699606
"COMO","Stream","Lotic","Consumer",0.877297138,1.282862795,1.462289958,54.2,2.626033583,0.850704078,5,12.3981351576,2.5197950789025
"COMO","Stream","Lotic","Producer",0.728527817,1.105381136,1.517280618,62.2,2.723428402,0.87898526,5,12.3981351576,2.5197950789025
"CR","Lake","Lentic","Producer",0.668190024,2.074261679,3.104299081,30.25,2.088399954,0.797890481,12,6.54288665908333,1.65173195443574
"CR","Lake","Lentic","Consumer",1.084408978,2.244594701,2.069878382,19,1.99416247,0.769989159,12,6.54288665908333,1.65173195443574
"CUPE","Stream","Lotic","Consumer",0.859870451,1.456922304,1.694350937,46.6,2.800961628,0.900561518,5,25.39457966,0.304553853355268
"CUPE","Stream","Lotic","Producer",0.905668233,1.649217712,1.820995428,16.6,1.33718009,0.630998066,5,25.39457966,0.304553853355268
"Choptank_River","River","Estuary","Producer",0.693537658,1.396798171,2.014019219,12.42105263,1.753571848,0.747927851,19,16.5873785131579,1.67738831676365
"Choptank_River","River","Estuary","Consumer",0.36796363,0.404752648,1.099980038,7.315789474,0.671067105,0.349384157,19,16.5873785131579,1.67738831676365
"Cluster_10","River","Estuary","Producer",0.639797821,1.078319137,1.68540608,36.85714286,1.19887541,0.478797554,14,16.59004992,0.809675027528162
"Cluster_10","River","Estuary","Consumer",1.481466913,2.499530496,1.687199676,32.42857143,2.097489981,0.819194919,14,16.59004992,0.809675027528162
"Cluster_11","River","Estuary","Producer",0.269853643,0.271864172,1.007450444,36.78571429,1.400592699,0.551444651,14,16.4617325985714,0.808558204363141
"Cluster_11","River","Estuary","Consumer",1.845954942,3.400085236,1.841911283,29.21428571,1.842494513,0.748841309,14,16.4617325985714,0.808558204363141
"Cluster_12","River","Estuary","Producer",0.633335747,0.746708784,1.179009376,34.07142857,1.011609049,0.374705503,14,16.3130735528571,0.839689810589858
"Cluster_12","River","Estuary","Consumer",1.779274832,2.307217297,1.296717773,38.28571429,1.100902032,0.468471809,14,16.3130735528571,0.839689810589858
"Cluster_15","River","Estuary","Producer",0.500157613,0.512994665,1.025666015,33.42857143,1.27179171,0.442640622,14,15.7148028214286,0.807613650017676
"Cluster_15","River","Estuary","Consumer",1.823275574,2.291953143,1.257052514,37.21428571,1.223081137,0.519464283,14,15.7148028214286,0.807613650017676
"Cluster_16","River","Estuary","Producer",0.456508052,0.481914977,1.055654932,31.85714286,1.175575611,0.414039151,14,15.8480913678571,0.76327535474443
"Cluster_16","River","Estuary","Consumer",1.957627885,2.459916725,1.256580346,38.85714286,1.197705476,0.521982455,14,15.8480913678571,0.76327535474443
"Cluster_17","River","Estuary","Producer",0.650723125,0.693540656,1.065799922,33.21428571,0.91045427,0.341032261,14,15.92894844,0.769041839804877
"Cluster_17","River","Estuary","Consumer",2.023702473,2.595399797,1.282500679,39.85714286,1.24910979,0.551332523,14,15.92894844,0.769041839804877
"Cluster_18","River","Estuary","Producer",0.30399507,0.371158196,1.220934916,41.85714286,1.62206794,0.594234693,14,16.746712155,0.895267610277561
"Cluster_18","River","Estuary","Consumer",1.347956694,1.832671974,1.35959262,27.07142857,2.016204775,0.808757265,14,16.746712155,0.895267610277561
"Cluster_19","River","Estuary","Producer",4.171692221,5.939408544,1.42374083,11.66666667,0.402684352,0.160262831,3,15.7319690933333,0.208786559038644
"Cluster_19","River","Estuary","Consumer",1.492029213,1.625547752,1.089487886,34.33333333,1.293720581,0.589042214,3,15.7319690933333,0.208786559038644
"Cluster_20","River","Estuary","Producer",1.215712532,1.275210646,1.04894094,13.8,0.301284264,0.100283464,5,16.095930068,0.397973877286805
"Cluster_20","River","Estuary","Consumer",0.615517916,0.764392867,1.241869404,31,1.503118245,0.625287088,5,16.095930068,0.397973877286805
"Cluster_21","River","Estuary","Producer",1.227290889,1.269027975,1.034007493,13,0.318941549,0.11112547,5,16.415101078,0.481692242108299
"Cluster_21","River","Estuary","Consumer",3.215939202,11.12581973,3.459586462,40,1.299192644,0.574383433,5,16.415101078,0.481692242108299
"Cluster_22","River","Estuary","Producer",1.365376977,1.523580866,1.115868285,21,0.616538901,0.215132068,5,17.699001116,1.13312197413307
"Cluster_22","River","Estuary","Consumer",1.052023865,2.02027416,1.920369136,34.8,1.762112233,0.713588003,5,17.699001116,1.13312197413307
"Cluster_23","River","Estuary","Producer",0.894832923,0.924148552,1.032761009,12.83333333,0.563697781,0.234361545,6,15.8703927316667,0.495069868195845
"Cluster_23","River","Estuary","Consumer",1.068050601,1.3833292,1.295190695,29.66666667,1.599558661,0.686711497,6,15.8703927316667,0.495069868195845
"Cluster_24","River","Estuary","Producer",1.151204477,1.215790836,1.05610329,12.8,0.388047441,0.141562174,5,16.373150044,0.751043283899227
"Cluster_24","River","Estuary","Consumer",1.42637351,1.638656041,1.148826748,38.2,1.170176819,0.514509586,5,16.373150044,0.751043283899227
"Cluster_25","River","Estuary","Producer",0.27253149,0.276593434,1.014904492,43.78571429,1.43887799,0.517033685,14,16.7237804035714,0.842684767046593
"Cluster_25","River","Estuary","Consumer",1.24115822,2.828150836,2.278638445,32.42857143,2.165168724,0.832112483,14,16.7237804035714,0.842684767046593
"Cluster_4","River","Estuary","Producer",1.256621944,1.305089977,1.038570099,16.2,0.322158904,0.10777535,5,16.526772028,0.487108190065281
"Cluster_4","River","Estuary","Consumer",2.239780813,2.996102377,1.337676597,41.6,1.262070516,0.542456258,5,16.526772028,0.487108190065281
"Cluster_5","River","Estuary","Producer",1.298784336,1.421493178,1.094479768,18,0.536256236,0.199818819,6,16.65868825,0.451162923189793
"Cluster_5","River","Estuary","Consumer",1.286765774,2.020122887,1.569922769,40.16666667,1.340519654,0.53088028,6,16.65868825,0.451162923189793
"Cluster_6","River","Estuary","Producer",1.275285153,1.475514796,1.157007743,18,0.675094984,0.269783598,6,16.96166692,0.492691324420373
"Cluster_6","River","Estuary","Consumer",1.10219595,2.169398011,1.968250756,34,1.620023582,0.635623107,6,16.96166692,0.492691324420373
"Cluster_7","River","Estuary","Producer",0.344596354,0.444415661,1.289670237,36.30769231,1.113770731,0.452025699,13,16.3976492815385,0.72629462860286
"Cluster_7","River","Estuary","Consumer",1.218942381,1.782710937,1.462506321,29.23076923,1.89274258,0.751864546,13,16.3976492815385,0.72629462860286
"Cluster_8","River","Estuary","Producer",1.116658492,1.219406366,1.092013696,19,0.552896833,0.210632599,6,16.9147908566667,0.483235152617434
"Cluster_8","River","Estuary","Consumer",0.916609373,1.608567726,1.754910841,39.33333333,1.660294317,0.645379236,6,16.9147908566667,0.483235152617434
"East_Long_Lake","Lake","Lentic","Producer",0.626291748,1.139547969,1.819516178,39.83333333,2.039935558,0.769722983,6,14.8198162416667,0.864636468892582
"East_Long_Lake","Lake","Lentic","Consumer",0.750463766,1.343642592,1.790416344,18.83333333,1.616236509,0.667286332,6,14.8198162416667,0.864636468892582
"Elk_River","River","Estuary","Producer",0.825926934,1.470440343,1.780351606,7.631578947,1.124881064,0.545596392,19,15.3043949053684,2.12243461076324
"Elk_River","River","Estuary","Consumer",0.629371856,0.754681883,1.199103322,11.57894737,0.98952212,0.470896338,19,15.3043949053684,2.12243461076324
"FXL","Lake","Lentic","Producer",0.684847736,1.209924313,1.766705575,18.41165157,2.14519358,0.827982171,4,16.5298380525,1.59331360818553
"FXL","Lake","Lentic","Consumer",0.899418764,1.682032001,1.87013221,12.17038417,1.545603793,0.707599252,4,16.5298380525,1.59331360818553
"GOLB","Marine","Marine","Consumer",0.583534848,0.970192782,1.662613271,9.288842445,1.012166382,0.497662599,20,17.9306572415,0.860449560556408
"GOLB","Marine","Marine","Producer",0.330517704,0.485041157,1.467519445,1.920321952,0.370908219,0.232336958,20,17.9306572415,0.860449560556408
"GUIL","Stream","Lotic","Consumer",1.052125526,2.114434306,2.009678743,51.2,2.645979747,0.884548137,5,24.890576976,0.57043969337989
"GUIL","Stream","Lotic","Producer",0.810514588,1.498622464,1.848976547,42,1.611371899,0.576347591,5,24.890576976,0.57043969337989
"HOPB","Stream","Lotic","Consumer",1.092291097,2.23751794,2.048463039,108,3.485194606,0.943007704,4,13.3205045925,1.83731594814186
"HOPB","Stream","Lotic","Producer",0.742314468,1.681816507,2.265638861,65.25,2.363691346,0.838653912,4,13.3205045925,1.83731594814186
"IVEE","Marine","Marine","Consumer",0.888138611,1.279791653,1.440981889,8.242400126,0.697051323,0.341384058,10,18.030528013,1.02422186489253
"IVEE","Marine","Marine","Producer",0.576645712,0.637962866,1.106334189,1.509408704,0.094007704,0.050521396,10,18.030528013,1.02422186489253
"KING","Stream","Lotic","Consumer",0.678859237,1.777707851,2.618669311,48.66666667,2.892525476,0.904374859,6,16.9807304316667,4.92412392018075
"KING","Stream","Lotic","Producer",0.563561978,0.708048994,1.256381768,52.83333333,2.501353328,0.868524,6,16.9807304316667,4.92412392018075
"LECO","Stream","Lotic","Consumer",0.974402145,1.744383506,1.790209016,95.8,3.382848268,0.933052886,5,17.150366782,3.34560721823131
"LECO","Stream","Lotic","Producer",0.722717715,1.075338656,1.487909641,43.6,2.29816631,0.828882038,5,17.150366782,3.34560721823131
"LEWI","Stream","Lotic","Consumer",0.790514871,2.689230673,3.401872338,66.2,2.734051045,0.81740006,5,15.587687548,2.98878336697879
"LEWI","Stream","Lotic","Producer",0.807856328,1.166493319,1.4439366,57.2,2.553755804,0.859087136,5,15.587687548,2.98878336697879
"Lake_Taihu","Lake","Lentic","Producer",0.732919201,0.807479591,1.101730709,36.40403494,0.698131094,0.298995022,10,17.112760048,0.303343007209988
"Lake_Taihu","Lake","Lentic","Consumer",1.056438626,1.825711891,1.728176012,15.58495713,1.920762533,0.789514343,10,17.112760048,0.303343007209988
"MAYF","Stream","Lotic","Consumer",1.220406743,2.866585444,2.348877095,79.8,3.350797806,0.937294483,5,19.556522368,0.994939941179603
"MAYF","Stream","Lotic","Producer",0.660236849,0.906710822,1.373311446,50.6,2.265771,0.817180008,5,19.556522368,0.994939941179603
"MCDI","Stream","Lotic","Consumer",0.814917616,3.224219764,3.956497809,63,2.926725834,0.905131512,4,18.1249862975,3.94849915000971
"MCDI","Stream","Lotic","Producer",0.835374774,1.110727116,1.329615342,51.75,2.40269373,0.854450317,4,18.1249862975,3.94849915000971
"MCRA","Stream","Lotic","Consumer",0.816553718,0.927299689,1.135626068,94.33333333,3.404267623,0.933057929,3,14.0600769166667,1.93750962505891
"MCRA","Stream","Lotic","Producer",0.601088379,0.619982389,1.031432999,37.66666667,1.872970847,0.785080234,3,14.0600769166667,1.93750962505891
"ME","Lake","Lentic","Producer",0.697684053,1.931515916,2.768467916,57.70833333,2.001617276,0.763855675,24,11.1094234177917,1.2551206945012
"ME","Lake","Lentic","Consumer",0.969631823,1.31025389,1.351290108,10.625,1.317206387,0.640490755,24,11.1094234177917,1.2551206945012
"MO","Lake","Lentic","Producer",0.844474953,3.069319313,3.634588926,59.04347826,2.162376696,0.817948944,23,11.8677119583478,1.54528702060151
"MO","Lake","Lentic","Consumer",1.037262174,1.654122521,1.594700513,11.56521739,1.552022442,0.71461671,23,11.8677119583478,1.54528702060151
"MOHK","Marine","Marine","Consumer",0.835228668,1.66935869,1.998684617,13.87379586,1.577510761,0.700765276,20,17.9591425325,0.857832790421393
"MOHK","Marine","Marine","Producer",0.538047188,0.737906985,1.371454032,2.151579334,0.199503165,0.112311992,20,17.9591425325,0.857832790421393
"Magothy_River","River","Estuary","Producer",0.669277803,0.96235883,1.437906391,7.631578947,1.13026568,0.55635422,19,16.3147400778947,1.65947193827743
"Magothy_River","River","Estuary","Consumer",0.561021826,0.638668261,1.138401807,8.894736842,0.812710312,0.394397807,19,16.3147400778947,1.65947193827743
"NAPL","Marine","Marine","Consumer",0.775389804,1.427815547,1.841416459,15.99862112,1.715362624,0.7057484,21,17.8501527333333,0.838240852450636
"NAPL","Marine","Marine","Producer",0.639138703,0.703140822,1.100138075,2.027998799,0.25149531,0.150493951,21,17.8501527333333,0.838240852450636
"OKSR","Stream","Lotic","Consumer",0.832309629,1.639987604,1.970405659,53.6,2.691051226,0.867434121,5,7.9292766522,0.760264649838822
"OKSR","Stream","Lotic","Producer",0.634542457,0.86241118,1.359107134,45.6,2.001226801,0.726257013,5,7.9292766522,0.760264649838822
"POSE","Stream","Lotic","Consumer",0.984361696,2.144382973,2.178450241,104.8571429,3.74735607,0.961046931,7,14.8966959671429,2.71537042386224
"POSE","Stream","Lotic","Producer",0.71076254,0.960871763,1.351888582,61.66666667,2.74316063,0.892969258,7,14.8966959671429,2.71537042386224
"PRIN","Stream","Lotic","Consumer",1.041119226,3.937934583,3.782405015,76,3.257816545,0.932856791,4,20.2964472075,4.21252486004871
"PRIN","Stream","Lotic","Producer",0.721042944,0.964584883,1.337763433,84.25,2.577480567,0.845929154,4,20.2964472075,4.21252486004871
"PRLA","Lake","Lentic","Producer",0.603528572,0.727873154,1.206029322,27.74235551,1.385134525,0.604506553,3,14.97382966,1.53274356685399
"PRLA","Lake","Lentic","Consumer",0.864168369,1.109887232,1.284341423,10.59293817,1.557011005,0.713902222,3,14.97382966,1.53274356685399
"PRPO","Lake","Lentic","Producer",0.597880355,0.902641545,1.509736082,30.16717723,1.695119833,0.699808499,3,14.9024479033333,1.52887981037769
"PRPO","Lake","Lentic","Consumer",0.761716331,1.434453623,1.883186121,9.504698111,1.085887391,0.483671247,3,14.9024479033333,1.52887981037769
"Patapsco_River","River","Estuary","Producer",0.882067465,1.694415108,1.92095863,10.78947368,1.434899937,0.651117799,19,15.1147291957895,1.9512739775173
"Patapsco_River","River","Estuary","Consumer",0.344988489,0.348538429,1.010290026,8.578947368,0.853761816,0.434575459,19,15.1147291957895,1.9512739775173
"Patuxent_River","River","Estuary","Producer",1.020020574,2.501587604,2.452487398,13.57894737,1.749304319,0.75798805,19,14.6712141094737,2.0789751490136
"Patuxent_River","River","Estuary","Consumer",0.40165957,0.422811286,1.052660804,6.157894737,0.688221188,0.356701554,19,14.6712141094737,2.0789751490136
"Paul_Lake","Lake","Lentic","Producer",0.44646997,0.675471626,1.512916147,40,2.19763846,0.807048102,15,14.8762154506667,1.03103354331992
"Paul_Lake","Lake","Lentic","Consumer",0.783858862,1.576012134,2.010581509,19.33333333,1.806260706,0.749345177,15,14.8762154506667,1.03103354331992
"Peter_Lake","Lake","Lentic","Producer",0.302921218,0.491535899,1.622652593,39.2,1.963292801,0.738091651,15,14.8775792506667,1.0308058359705
"Peter_Lake","Lake","Lentic","Consumer",0.520420693,1.055592013,2.02834366,18.6,1.669012637,0.687426132,15,14.8775792506667,1.0308058359705
"Potomac_River","River","Estuary","Producer",0.815072298,2.029348134,2.489776846,16.15789474,1.766534637,0.741706266,19,15.3623914889474,2.10270492343408
"Potomac_River","River","Estuary","Consumer",0.679418071,0.963275269,1.417794595,6.052631579,0.650294469,0.33860891,19,15.3623914889474,2.10270492343408
"REDB","Stream","Lotic","Consumer",1.028891523,1.690025606,1.642569278,61.6,3.111084566,0.923927231,5,10.0241835858,1.12620257506705
"REDB","Stream","Lotic","Producer",0.862571391,1.356959055,1.573155648,46.8,1.937354298,0.715577362,5,10.0241835858,1.12620257506705
"SCDI","Marine","Marine","Consumer",0.45416887,0.491787566,1.082829754,14.12772776,1.162840992,0.514334617,17,17.9995501535294,0.915882809827209
"SCDI","Marine","Marine","Producer",1.074044282,1.081405246,1.006853502,1.065315202,0.005744405,0.002693415,17,17.9995501535294,0.915882809827209
"SCTW","Marine","Marine","Consumer",0.690211507,1.063918308,1.541438092,13.23428959,1.048256445,0.486089799,17,18.0282017905882,0.917781274545648
"SCTW","Marine","Marine","Producer",0.521374283,0.593981663,1.139261529,1.513805303,0.109457755,0.065477567,17,18.0282017905882,0.917781274545648
"SP","Lake","Lentic","Producer",0.606312994,0.786431737,1.297072213,33.83333333,1.839610053,0.706438761,12,6.78836562291667,1.88941235213842
"SP","Lake","Lentic","Consumer",1.463924801,2.487701708,1.699337088,22.25,2.012826479,0.774824982,12,6.78836562291667,1.88941235213842
"SUGG","Lake","Lentic","Producer",0.545831561,0.781115731,1.431056368,14.34282033,1.415731564,0.684270061,4,21.9868986525,1.02288691059989
"SUGG","Lake","Lentic","Consumer",0.711268711,0.881853887,1.239832251,12.70080444,1.500523279,0.65439408,4,21.9868986525,1.02288691059989
"SYCA","Stream","Lotic","Consumer",0.638771252,0.809083659,1.266625033,47.33333333,2.24695911,0.781961738,3,22.10660869,7.27161812871137
"SYCA","Stream","Lotic","Producer",0.786761306,5.205534208,6.616408519,41,2.210094889,0.834081281,3,22.10660869,7.27161812871137
"South_River","River","Estuary","Producer",1.069455729,1.456670349,1.362066994,10.26315789,1.289534362,0.593829944,19,15.6935807921053,1.62116693064332
"South_River","River","Estuary","Consumer",0.545184326,0.760210669,1.394410354,31.10526316,1.1984194,0.540281443,19,15.6935807921053,1.62116693064332
"Tuesday_Lake","Lake","Lentic","Producer",0.583155371,0.606371916,1.039811938,29.1,1.75114214,0.645974221,10,14.968364445,1.12240024527136
"Tuesday_Lake","Lake","Lentic","Consumer",0.704790948,1.419806197,2.014506856,15.5,1.643260734,0.70287141,10,14.968364445,1.12240024527136
"WALK","Stream","Lotic","Consumer",1.405553309,2.860058792,2.03482769,94.4,3.263071494,0.926769605,5,17.03716602,0.268213338386491
"WALK","Stream","Lotic","Producer",0.623319757,0.841042834,1.349295968,39.6,1.753176909,0.650278789,5,17.03716602,0.268213338386491
"WLOU","Stream","Lotic","Consumer",1.757146462,2.973644373,1.692314464,63.66666667,3.118151516,0.926762524,3,9.81967037766667,1.52234801981596
"WLOU","Stream","Lotic","Producer",1.259645216,1.882253685,1.49427288,58,1.859764552,0.635593964,3,9.81967037766667,1.52234801981596
"West_Long_Lake","Lake","Lentic","Producer",0.73351523,1.47185541,2.006577847,37.16666667,1.950709431,0.742202548,6,14.8241785716667,0.864884463067074
"West_Long_Lake","Lake","Lentic","Consumer",0.90325481,1.964399027,2.174800516,18.83333333,1.74872918,0.727542813,6,14.8241785716667,0.864884463067074
"York_River","River","Estuary","Producer",0.651368022,0.841002431,1.291132513,6.473684211,0.872591286,0.442519497,19,17.2612797336842,1.6154116225734
"York_River","River","Estuary","Consumer",0.705036892,0.952654598,1.35121241,11,0.725815013,0.350241266,19,17.2612797336842,1.6154116225734
"ZurichLake","Lake","Lentic","Producer",0.685723691,3.558638131,5.189609428,15.5625,1.848444932,0.7512842,32,8.79037098353125,0.614052722611713
"ZurichLake","Lake","Lentic","Consumer",1.751153775,3.481134271,1.987908955,16.9375,1.713591788,0.735268622,32,8.79037098353125,0.614052722611713
